id,text,keyword,aspect,machine,human,label,
,MSFT_q4_2018.txt,"Strong revenue growth, improved device gross margin percentage, and continued targeted investment in cloud engineering, cloud sales capacity, and LinkedIn created operating income leverage.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"Revenue from Productivity and Business Processes was $9.7 billion, increasing 13% and 10% in constant currency, in line with our expectations even with the headwinds from a stronger dollar and a higher than anticipated mix of cloud billings in our Office commercial and Dynamics businesses during the quarter.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"As a reminder, under ASC 606, cloud revenue is ratably recognized while annuity on-premises revenue has a component of upfront recognition.",['cloud'],['Cloud computing'],Pres,Pres,1
,MSFT_q4_2018.txt,A higher mix of cloud billings is reflected in more unearned revenue and less in-period recognition in a quarter.,['cloud'],['Cloud computing'],Pres,Pres,1
,MSFT_q4_2018.txt,"Office consumer revenue increased 8% and 6% in constant currency, driven by recurring subscription revenue and growth in the subscriber base, now at 31.4 million.",['subscription'],['Digital Business Model'],Past,Past,0
,MSFT_q4_2018.txt,"Gross margin percentage was relatively unchanged year-over-year even as cloud mix increased, driven by margin expansion in Office 365 and LinkedIn.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"Operating expenses increased 7% as we continued to invest in LinkedIn, cloud engineering, and commercial sales capacity.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"Revenue from the Intelligent Cloud segment was $9.6 billion, increasing 23% and 20% in constant currency, with better than expected results in both our on-premises and Azure businesses.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"Server products and cloud services revenue increased 26% and 24% in constant currency, driven by continued strong Azure revenue growth of 89% and 85% in constant currency.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,Gross margin percentage was relatively unchanged as material improvement in the Azure gross margin percentage was offset by a growing mix of Azure IaaS and PaaS revenue.,['Paas'],['Digital Product'],Past,Past,0
,MSFT_q4_2018.txt,Operating expenses increased 11% with ongoing investments in cloud engineering and sales capacity to support top-line growth.,['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"Windows commercial products and cloud services grew 23% and 19% in constant currency, driven by double digit billings growth as well as a higher mix of in-quarter recognition from multi-year agreements.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,Search revenue ex-TAC increased17% and 16% in constant currency driven by enhancements to our advertising platform and Bing volume growth across both U.S/ and international markets.,['platform'],['Digital Product'],Past,Past,0
,MSFT_q4_2018.txt,"Cash paid for property, plant, and equipment was $4 billion, reflecting investments to support growth in our cloud business as well as a $250 million real estate acquisition.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"Free cash flow was $7.4 billion and down 15% year-over-year, reflecting higher capital expenditures in support of our cloud business.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"Cash flow from operations grew 4% year-over-year and included tax payments related to the adoption of ASC 606 and TCJA, as well as an earlier start to the hardware inventory build for holiday than in the prior year.",['operations'],['Digital Operations'],Past,Past,0
,MSFT_q4_2018.txt,"Excluding the impact of these items, operating cash flow grew approximately 13%, driven by strong cloud billings and collections.",['cloud'],['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"Given corporate IT spend optimism, an increasing demand for cloud services, our strong competitive product position, and consistent sales execution, we expect another year of strong revenue growth and higher annuity mix across our commercial business.",['cloud'],['Cloud computing'],Past,Pres,1
,MSFT_q4_2018.txt,"As customer commitment to our cloud increases, we are seeing larger and longer term agreements.",['cloud'],['Cloud computing'],Pres,Pres,1
,MSFT_q4_2018.txt,Customer demand for our hybrid offerings should drive high-teens growth in our server products and cloud services revenue KPI.,['cloud'],['Cloud computing'],,Fut,2
,MSFT_q4_2018.txt,"And in Azure specifically, we expect an increasing mix of IaaS and PaaS consumption-based revenue.",['Paas'],['Digital Product'],Pres,Pres,1
,MSFT_q4_2018.txt,"Third, commercial cloud gross margin percentage.",['cloud'],['Cloud computing'],,Pres,1
,MSFT_q4_2018.txt,"We expect continued improvement in each commercial cloud service, as well as in the overall commercial cloud gross margin percentage.",['cloud'],['Cloud computing'],Pres,Pres,1
,MSFT_q4_2018.txt,"The rate of improvement will moderate relative to FY18 as revenue mix continues to shift to Azure IaaS and PaaS consumption-based services, and we realize less year-over-year improvement in our per-user services.",['Paas'],['Digital Product'],Fut,Pres,1
,MSFT_q4_2018.txt,"We will continue to increase our investments in CapEx to meet the growing demand for our cloud services, although we do expect the growth rate for the year to moderate.",['cloud'],['Cloud computing'],Fut,Pres,1
,MSFT_q4_2018.txt,"Investment in commercial cloud, LinkedIn, gaming, and AI should result in operating expense growth of roughly 7%.",['AI'],['AI'],,Pres,1
,MSFT_q4_2018.txt,"Even with these strategic investments and the continued shift to our cloud businesses, we expect operating margin to be up slightly year-over-year.",['cloud'],['Cloud computing'],Past,Pres,1
,MSFT_q4_2018.txt,Commercial cloud gross margin percentage will improve slightly on a sequential basis.,['cloud'],['Cloud computing'],Fut,Fut,2
,MSFT_q4_2018.txt,Azure revenue growth should reflect a balance of continued strength in our IaaS and PaaS consumption-based services and a moderating rate of growth in our per-user services.,['Paas'],['Digital Product'],Past,Pres,1
,MSFT_q4_2018.txt,"And that drives a lot of the higher level services, in particular our data services as well as our AI services when AI services are essentially compute, but what happens is all this compute then requires storage and data, and that’s another place where we see increasing acceleration.",['AI'],['AI'],Pres,Pres,1
,MSFT_q4_2018.txt,Some of these IoT services now even have SaaS components to it.,"['IoT', 'Saas']","['Digital Business Model', 'Digital Product', 'IoT']",Pres,Pres,1
,MSFT_q4_2018.txt,"And the first is, if you look at this quarter, the intelligent cloud revenue grew 23% and the gross margin dollars grew the same 23%, given the SaaS growing lower margin Azure business, we’re not seeing any longer negative margin impact.","['cloud', 'Saas']","['Digital Business Model', 'Digital Product', 'Cloud computing']",Pres,Pres,1
,MSFT_q4_2018.txt,"The improvements particularly in the IaaS and PaaS, gross margin of Azure did offset the cloud mix to Azure within the segment, going forward continuing to see that.","['cloud', 'the cloud']",['Cloud computing'],Past,Past,0
,MSFT_q4_2018.txt,"I think looking more pressured on gross margin just because the amount of Azure in the mix at the rate is growing, we’re still not at that point where a $1 of gross margin in the cloud is equivalent to a $1 on-prem.","['cloud', 'the cloud']",['Cloud computing'],Pres,Pres,1
,MSFT_q4_2018.txt,"On your second question in terms of capital spent, if you think about it at a high level, our capital expenditures are growing at a lower rate than our overall cloud revenue is growing, and that’s why we’re starting to see leverage, right, flow through the P&L.",['cloud'],['Cloud computing'],Past,Pres,1
,MSFT_q4_2018.txt,It’s just going to be volatile as CapEx tends to be quarter-to-quarter based on both supply chain and demand.,['supply chain'],['Digital Operations'],Pres,Pres,1
,MSFT_q4_2018.txt,"The concept of adding a lot of value by having and giving comfort to the customers that as they make a commitment to the Microsoft platform that they can move between a commitment to on-prem to the cloud in a high value way, I do believe is a unique thing that we offer at this time.","['platform', 'cloud', 'the cloud']","['Digital Product', 'Cloud computing']",Pres,Pres,1
,MSFT_q4_2018.txt,"So, we don’t split this into, there is an edge computing, there is a cloud computing.",['cloud'],['Cloud computing'],Pres,Pres,1
,MSFT_q4_2018.txt,"So if you think about our real competitive advantage and differentiation is, we have one programming model, one identity model, security, management.",['programming'],['Practices'],Pres,Pres,1
,MSFT_q4_2018.txt,I think it's very disruptive in the market place because it brings a very different value proposition.,['market place'],['Digital Customer Experience'],Pres,Pres,1
,MSFT_q4_2018.txt,"So in some sense, this one has always been about being able to serve customers especially in an increasing digitization work, right, which is the need for more business process automation is increasing.","['automation', 'process automation', 'digitization']","['Practices', 'Robotics', 'Digital Operations']",Pres,Pres,1
,MSFT_q4_2018.txt,"Take an IoT project, translate into a preventive maintenance in Azure and then ends up as fields service and Dynamics, that’s been one pattern and we’ve seen a ton of traction with.",['IoT'],['IoT'],Pres,Pres,1
,MSFT_q4_2018.txt,"So, really as we continue to redefine what Office means from something that people will always associate with Word, Excel and PowerPoint, to things that mean in mobile or video would stream, or collaboration with teams, I think we have opportunity to continue to add those new users, new types of users that we haven’t had access before and the capability even to users we have.","['mobile', 'collaboration']","['Practices', 'Mobile']",Pres,Pres,1
,GE_q3_2018.txt,Net earnings per share was negative $2.62 which includes income from discontinued operations related to GE Capital.,['operations'],['Digital Operations'],Past,Past,0
,GE_q3_2018.txt,"This was partially offset by onshore wind repower volume, which was down 55%, primarily driven by timing, including delays for inclement weather and customer site readiness, as well as a number of new unit delivery delays driven by supply chain issues.",['supply chain'],['Digital Operations'],Past,Past,0
,GE_q3_2018.txt,We will continue to monitor the supply chain and logistical issues as we ramp in fourth quarter for the higher volume.,['supply chain'],['Digital Operations'],Fut,Pres,1
,GE_q3_2018.txt,"Finally, on GE Capital, continuing operations generated net income of $19 million in the quarter, down $5 million from the prior year.",['operations'],['Digital Operations'],Past,Past,0
,GE_q3_2018.txt,"That change really comes as a function of revisiting assumptions, clarifying strategy, putting the right team together, driving operations day in, day out and clearly deploying capital in and around that business as appropriate.",['operations'],['Digital Operations'],Pres,Fut,2
,GE_q1_2018.txt,We have a new leadership team in our supply chain and they are reinvigorating the use of lean and Six Sigma to drive better execution.,['supply chain'],['Digital Operations'],Pres,Pres,1
,GE_q1_2018.txt,"We have the leading franchise in gas turbines, a strong position in wind, cutting-edge technology, digital expertise, grid and automation capability and a growing presence in storage with our GE Reservoir.",['automation'],"['Robotics', 'Digital Operations']",Pres,Pres,1
,GE_q1_2018.txt,There are short-term pressures but GE is on the field playing out the transformation in this industry.,['transformation'],['Practices'],Pres,Pres,1
,GE_q1_2018.txt,"As mentioned, we recorded a $1.5 billion reserve charge to discontinued operations related to the WMC DOJ FIRREA investigation.",['operations'],['Digital Operations'],Past,Past,0
,GE_q1_2018.txt,"Starting with our net EPS of negative $0.14, there is a negative $0.18 of discontinued operations which is mostly made up of the WMC charge for $0.17.",['operations'],['Digital Operations'],Pres,Past,0
,GE_q1_2018.txt,"Now walking from the continuing operations of $0.04, first we had non-operating benefit cost of $0.06 in the quarter.",['operations'],['Digital Operations'],Past,Past,0
,GE_q1_2018.txt,"Continuing operations generated a loss of $215 million in the quarter, down $168 million from prior year.",['operations'],['Digital Operations'],Past,Past,0
,GE_q1_2018.txt,"Discontinued operations generated a loss of $1.6 billion, primarily driven by the WMC DOJ FIRREA reserve, and $53 million of trailing costs related to the GE Capital exit plan.",['operations'],['Digital Operations'],Past,Past,0
,GE_q1_2018.txt,"And really the impact is just supply chain overhead, as you don’t have those units come through you just see more liquidation impact.",['supply chain'],['Digital Operations'],Pres,Pres,1
,GE_q1_2018.txt,"So new supply chain leaders managing cycle time, managing our payment terms, billing accuracy, et cetera.",['supply chain'],['Digital Operations'],,Pres,1
,GE_q1_2018.txt,"On the operations side we had less LEAP than we expected, but I will tell you, our spares rate was very favorable in the business.",['operations'],['Digital Operations'],Past,Past,0
,GE_q1_2018.txt,"The team is really, really focused on it into supply chain and exactly what we need to do, what our suppliers need to do to really move LEAP execution.",['supply chain'],['Digital Operations'],Pres,Pres,1
,GE_q1_2018.txt,"The commercial leader has changed, supply chain leader has changed.",['supply chain'],['Digital Operations'],Pres,Pres,1
,GE_q4_2018.txt,Good examples include the recently announced agreement with Genpact around our global operations activities and the delayering and reorganization of our Global Growth Organization.,['operations'],['Digital Operations'],Pres,Pres,1
,GE_q4_2018.txt,"From a governance perspective, joined our Board of Directors bringing extensive experience in both the Energy and Insurance industries.",['governance'],['Enablers'],Past,Past,0
,GE_q4_2018.txt,"And finally, we announced our plan to combine the digital businesses into an independently operated IoT Software business with employee equity a separate Board and the ability to raise capital and operate like a start-up.",['IoT'],['IoT'],Past,Past,0
,GE_q4_2018.txt,"Fixing Power will take time and in turn will take time for the changes, we're making to our daily operations to be reflected in our financial results but we are improving and I'm confident that those changes will come.",['operations'],['Digital Operations'],Fut,Pres,1
,GE_q4_2018.txt,"Net earnings per share was $0.07, which includes losses from discontinued operations related to GE Capital.",['operations'],['Digital Operations'],Past,Past,0
,GE_q4_2018.txt,"The business has seen favorable cash tailwinds from the PTC cycle, pricing is improving and we continue to see strong product cost reduction and while we're seeing some adverse impacts from tariffs, we're working to mitigate them with pricing and supply chain actions.","['supply chain', 'cost reduction']",['Digital Operations'],Pres,Pres,1
,GE_q4_2018.txt,"Net loss from continuing operations was $86 million in the quarter, including a tax reform adjustment of negative $128 million.",['operations'],['Digital Operations'],Past,Past,0
,GE_q4_2018.txt,"These include transitioning to GE Capital supply chain financing program to MUFG and reducing factoring with GE Capital, Alstom pension contributions and legal settlements and the costs related to the preparation for our Healthcare business for our public separation.",['supply chain'],['Digital Operations'],Pres,Pres,1
,GE_q4_2018.txt,"However, we see price declines moderating and within the level of our product cost reduction efforts going forward.",['cost reduction'],['Digital Operations'],Pres,Pres,1
,IBM_q4_2018.txt,"The number of new clients using IBM Cloud Private accelerated in the fourth quarter, and adoption is growing for our IBM Cloud Private for Data platform, which was named a leader in the first quarter 2019 Forrester Wave report on Enterprise Insight Platforms.",['cloud'],['Cloud computing'],Past,Past,0
,IBM_q4_2018.txt,"Let me pause here to remind you of the value we see from the combination of IBM and Red Hat, which is all about accelerating hybrid cloud adoption.","['cloud', 'hybrid cloud']",['Cloud computing'],Pres,Pres,1
,IBM_q4_2018.txt,"They understand the power of this acquisition, and the combination of IBM and Red Hat capabilities, in helping them move beyond their initial cloud work to really shifting their business applications to the cloud.",['cloud'],['Cloud computing'],Pres,Pres,1
,IBM_q4_2018.txt,"They are concerned about the secure portability of data and workloads across cloud environments, about consistency in management and security protocols across clouds, and in avoiding vendor lock-in.",['cloud'],['Cloud computing'],Pres,Pres,1
,IBM_q4_2018.txt,"From a value perspective, in addition to the growing Red Hat business itself, we see an opportunity to lift all of IBM by selling more of our own IBM Cloud and by selling more of our analytics and AI capabilities on OpenShift across multiple platforms.","['cloud', 'AI', 'analytics']","['Analytics', 'AI', 'Cloud computing']",Pres,Pres,1
,IBM_q4_2018.txt,"As clients proceed on their journey to get more business value from the cloud, they need more services help from the digital design, to app modernization, to native app development, to management of hybrid cloud environments.","['app', 'cloud', 'hybrid cloud']","['Cloud computing', 'Digital Customer Experience']",Pres,Pres,1
,IBM_q4_2018.txt,"We’ve been focused on driving productivity in our business, implementing new ways of working, like using agile methodologies, and leveraging automation and infusing AI into our processes.","['Agile', 'automation', 'AI']","['Practices', 'AI', 'Robotics', 'Digital Operations']",Pres,Pres,1
,IBM_q4_2018.txt,"In the quarter, we continued to deliver innovation to our clients and scale our platforms and solutions, resulting in growth in our transactional revenue and SaaS signings.",['Saas'],"['Digital Business Model', 'Digital Product']",Past,Past,0
,IBM_q4_2018.txt,"Our fourth quarter performance reflects these clients’ commitment to our platform for the longer term, given the value we provide in managing their mission-critical workloads and predictability in their spending.",['platform'],['Digital Product'],Pres,Pres,1
,IBM_q4_2018.txt,"Software, growth was led by analytics and AI offerings, with several other high-value areas growing as well.","['AI', 'analytics']","['Analytics', 'AI']",Past,Past,0
,IBM_q4_2018.txt,"In our underlying analytics platform, we had broad-based growth across our Db2 portfolio including analytics appliances, and Data Science offerings.","['data science', 'analytics']",['Analytics'],Past,Past,0
,IBM_q4_2018.txt,"Demand for our IBM Cloud Private for Data offering accelerated, and now over 100 clients have adopted the platform, and that’s since launching just over six months ago.",['cloud'],['Cloud computing'],Past,Past,0
,IBM_q4_2018.txt,"New clients include the Korea Internet and Security Agency, which is developing an app on ICP for Data that leverages a variety of data sources and machine learning models to find and thwart new cyber threats.","['app', 'machine learning']","['AI', 'Digital Customer Experience']",Pres,Pres,1
,IBM_q4_2018.txt,"In addition, we’re scaling our newest Watson services running on IBM Cloud Private for Data, like AI OpenScale.","['cloud', 'AI']","['AI', 'Cloud computing']",Pres,Pres,1
,IBM_q4_2018.txt,"Within our industry verticals, Watson Health had growth across Payer, Provider, Imaging and Government and IoT once again had strong growth in our core offerings, Maximo and Tririga, where we lead the market in asset management and facilities management.",['IoT'],['IoT'],Past,Past,0
,IBM_q4_2018.txt,"In the emerging blockchain area, we announced several new clients this quarter, including our work with Smart Dubai on the Middle East’s first government-endorsed blockchain platform.",['blockchain'],['Blockchain'],Past,Past,0
,IBM_q4_2018.txt,"We introduced an on-prem offering in November, the IBM Blockchain Platform for IBM Cloud Private, and signed several new deals this first month.","['platform', 'cloud', 'blockchain']","['Blockchain', 'Digital Product', 'Cloud computing']",Past,Past,0
,IBM_q4_2018.txt,We see a strong pipeline as clients are interested in the benefits of blockchain behind their firewall.,['blockchain'],['Blockchain'],Pres,Pres,1
,IBM_q4_2018.txt,"We’ve been taking actions, and last month we announced the divestiture of our collaboration and on-prem marketing and commerce products to HCL.",['collaboration'],['Practices'],Pres,Past,0
,IBM_q4_2018.txt,"Customers are increasingly looking to leverage digital for growth and innovation, while at the same time increasing efficiencies and reducing cost within their businesses.",['reducing cost'],['Digital Operations'],Pres,Pres,1
,IBM_q4_2018.txt,"A recent example is at the Bank of the Philippine Islands, where we’ll provide IT infrastructure services as well as Digital Experience Solutions to support the bank’s ongoing digital transformation, increasing their IT efficiency and scale, and enabling them to seize opportunities in an increasingly digital financial sector.","['efficiency', 'digital experience']","['Digital Operations', 'Digital Customer Experience']",Pres,Fut,2
,IBM_q4_2018.txt,"We had continued strong growth in Digital Strategy, fueled by our Digital Commerce and CRM offerings.",['CRM'],['Enablers'],Past,Past,0
,IBM_q4_2018.txt,"This quarter we returned to growth with strong performance in cloud migration factory and cloud application development, mitigated by continued declines in traditional application management engagements, as our clients move to the cloud.",['cloud'],['Cloud computing'],Past,Past,0
,IBM_q4_2018.txt,Revenue grew 5% as we reinvent industry workflows by leveraging automation and infusing AI.,['automation'],"['Robotics', 'Digital Operations']",Past,Past,0
,IBM_q4_2018.txt,"In Technology Services and Cloud Platforms, we delivered $8.9 billion of revenue, which is flat versus last year, and gross margin expanded approximately 150 basis points.",['cloud'],['Cloud computing'],Past,Past,0
,IBM_q4_2018.txt,"We continued to have strong growth in cloud revenue in the segment, this quarter up 22% year-to-year.",['cloud'],['Cloud computing'],Past,Past,0
,IBM_q4_2018.txt,"BNP Paribas has selected IBM to strengthen its cloud environment, with a hybrid multi-cloud approach, bringing together the IBM Cloud, private clouds, along with existing infrastructure.",['cloud'],['Cloud computing'],Pres,Pres,1
,IBM_q4_2018.txt,"Leveraging IBM’s technical and industry expertise, BNP Paribas will accelerate its digitization to offer its clients the best services, while respecting the security and confidentiality of their data.",['digitization'],['Practices'],Fut,Fut,2
,IBM_q4_2018.txt,"This performance was driven by continued strong adoption of IBM Cloud Private, where we added 200 new clients.",['cloud'],['Cloud computing'],Past,Past,0
,IBM_q4_2018.txt,"That brings our total number of clients using this innovative platform to 600 in just over a year, as they continue to modernize traditional workloads.",['platform'],['Digital Product'],Pres,Pres,1
,IBM_q4_2018.txt,"We also now have over 100 IBM software offerings integrated with IBM Cloud Private, including Blockchain, Watson, IoT, and Analytics.",['cloud'],['Cloud computing'],Pres,Pres,1
,IBM_q4_2018.txt,"This includes infusing AI and automation in our delivery processes, such as by leveraging IBM Services Delivery Platform with Watson, and embedding agile thinking into our service delivery processes.","['Agile', 'platform', 'automation', 'AI']","['AI', 'Practices', 'Digital Operations', 'Digital Product', 'Robotics']",Pres,Pres,1
,IBM_q4_2018.txt,"We’re also leveraging productivity and talent optimization efforts, where we continue to optimize business processes, reskill our expert workforce and leverage our global scale.",['optimization'],['Analytics'],Pres,Pres,1
,IBM_q4_2018.txt,"Our Power9 systems are designed for handling advanced analytics, cloud environments and data-intensive workloads in AI, HANA, and UNIX markets and we now have extended HANA certification to our Power9 high end.",['cloud'],['Cloud computing'],Pres,Pres,1
,IBM_q4_2018.txt,"So now turning to cash, we generated $7.3 billion of cash from operations in the quarter, excluding our financing receivables.",['operations'],['Digital Operations'],Past,Past,0
,IBM_q4_2018.txt,"We had good momentum in GBS, with particular strength in consulting, led by our digital and cloud application offerings.",['cloud'],['Cloud computing'],Past,Past,0
,IBM_q4_2018.txt,"We executed well in software in the fourth quarter, finishing the year strong, led by analytics and AI, and our hybrid cloud software.","['analytics', 'cloud', 'hybrid cloud']","['Analytics', 'Cloud computing']",Past,Past,0
,IBM_q4_2018.txt,"As we execute our strategy to help our clients implement hybrid cloud, our total cloud revenue grew to over $19 billion.",['cloud'],['Cloud computing'],Pres,Past,0
,IBM_q4_2018.txt,"In the last month and a half, we’ve also announced two divestitures, the sale of our collaboration and on-prem marketing commerce software and the sale of our Seterus mortgage servicing business.",['collaboration'],['Practices'],Pres,Pres,1
,IBM_q4_2018.txt,"You combine that with the strength within our services business, we accelerated throughout the year and we exited the year with a very strong performance by GBS team who is just doing excellent with regards to continuing to win in front of the marketplace and deliver value to their clients.",['marketplace'],"['Digital Business Model', 'Digital Customer Experience']",Pres,Past,0
,IBM_q4_2018.txt,"And we also captured significant signings in the fourth quarter that positions our GTS business, and really instantiates our value around hybrid cloud and how we're winning.","['cloud', 'hybrid cloud']",['Cloud computing'],Past,Past,0
,IBM_q4_2018.txt,"But we continue to bring new innovation to market to deliver value for our clients in our POWER9 architecture, which is resonating well in the marketplace and we got great acceptance, grew 10% in the fourth quarter.",['marketplace'],"['Digital Business Model', 'Digital Customer Experience']",Pres,Pres,1
,IBM_q4_2018.txt,"First of all as you saw from our last earnings, we continue to take disciplined portfolio prioritization efforts around – our portfolio both in terms of an announcement of the acquisition of Red Hat and also the announcement of sale of certain assets within our cognitive and GBS business.",['prioritization'],['Enablers'],Past,Pres,1
,IBM_q4_2018.txt,"But with regards to your specific question on divestitures, we included in our guidance the sale of our collaboration in non-prem marketing and commerce business and the sale of our Seterus mortgaging business.",['collaboration'],['Practices'],Past,Past,0
,IBM_q4_2018.txt,"In terms of our Cognitive assets that we sold, with regards to collaboration in non-prem, those businesses generated roughly a little bit over $1 billion of revenue over the last 12 months.",['collaboration'],['Practices'],Past,Past,0
,IBM_q4_2018.txt,"We grew in hybrid cloud integration software 4%, we grew in solutions software 3% across many of our offerings led by data and AI and analytics, also in many offerings in our industry verticals around Watson Health, and we grew in transaction processing software, which we said that business’s mission-critical, high value to our clients and a foul client-buying cycles.","['cloud', 'AI', 'hybrid cloud']","['AI', 'Cloud computing']",Past,Past,0
,IBM_q4_2018.txt,"Strategic imperatives growing mid-teens, cloud growing 30%-plus and our as-a-Service based business, exiting would over a $2 billion number, I think up 64% overall.",['cloud'],['Cloud computing'],Past,Pres,1
